Member Id,Course,Number of classes attended,Number of classes absent,Course Credit,Average Attendance %,Serial No.,Course Type,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty,Section
3b4e3d2c9fc46bad918ea0775543ed2be6f33536d8b35d0436adab279405f81c,VLS 502/Analog CMOS VLSI Design,17.0,5.0,4.0,77.3,4586,REGULAR,8cb8f101a94befbe11b8a9b4a5fa3e449d1f00e144473788e516a93d397e2df8,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Sakshi Arora,T1-24-25-VLS 502
3b4e3d2c9fc46bad918ea0775543ed2be6f33536d8b35d0436adab279405f81c,VLS 505/System design with FPGA,7.0,2.0,4.0,77.8,4794,REGULAR,8cb8f101a94befbe11b8a9b4a5fa3e449d1f00e144473788e516a93d397e2df8,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Nanditha Rao,T1-24-25-VLS 505
3b4e3d2c9fc46bad918ea0775543ed2be6f33536d8b35d0436adab279405f81c,VLS 864/Embedded Systems Design,24.0,0.0,4.0,100.0,4929,REGULAR,8cb8f101a94befbe11b8a9b4a5fa3e449d1f00e144473788e516a93d397e2df8,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Kurian Polachan,T1-24-25-VLS 864
3cc222fc5665bd623d4432801e61077e55202a4954723c37df0e0a01aeb55b98,AIM 511/Machine Learning,52.0,4.0,4.0,92.9,315,REGULAR,37a1e250cb7f7da7f8ddfc2619d3653bf03e35ef946c3449282a923f06ff856a,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
3cc222fc5665bd623d4432801e61077e55202a4954723c37df0e0a01aeb55b98,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,506,REGULAR,37a1e250cb7f7da7f8ddfc2619d3653bf03e35ef946c3449282a923f06ff856a,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
3cc222fc5665bd623d4432801e61077e55202a4954723c37df0e0a01aeb55b98,COM 827/Internet of Things,18.0,0.0,4.0,100.0,1414,REGULAR,37a1e250cb7f7da7f8ddfc2619d3653bf03e35ef946c3449282a923f06ff856a,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,06/08/24,Jyotsna Bapat,T1-24-25-COM 827
3cc222fc5665bd623d4432801e61077e55202a4954723c37df0e0a01aeb55b98,VLS 505/System design with FPGA,6.0,3.0,4.0,66.7,4799,REGULAR,37a1e250cb7f7da7f8ddfc2619d3653bf03e35ef946c3449282a923f06ff856a,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,27/07/24,Nanditha Rao,T1-24-25-VLS 505
3f6e24510de186d7db93d09ff0ea258fbb17d04f63f24b816675bda947449f3a,VLS 502/Analog CMOS VLSI Design,18.0,4.0,4.0,81.8,4594,REGULAR,76159ba3ce03daaaba2ee6b51dc8edb14706569caa6dd839f33e58e3d943d9dc,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,29/07/24,Sakshi Arora,T1-24-25-VLS 502
3f6e24510de186d7db93d09ff0ea258fbb17d04f63f24b816675bda947449f3a,VLS 505/System design with FPGA,6.0,3.0,4.0,66.7,4803,REGULAR,76159ba3ce03daaaba2ee6b51dc8edb14706569caa6dd839f33e58e3d943d9dc,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,29/07/24,Nanditha Rao,T1-24-25-VLS 505
3f6e24510de186d7db93d09ff0ea258fbb17d04f63f24b816675bda947449f3a,VLS 864/Embedded Systems Design,24.0,0.0,4.0,100.0,4937,REGULAR,76159ba3ce03daaaba2ee6b51dc8edb14706569caa6dd839f33e58e3d943d9dc,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,29/07/24,Kurian Polachan,T1-24-25-VLS 864
415c95ea06e281228a6cb7a270843eeb9809eb974a4d618c59cd8e6c6553170e,AIM 511/Machine Learning,54.0,12.0,4.0,81.8,211,REGULAR,65d1a05c4bd894f26ccefe97f0657736da829201e25442950ec7344a5a1c44ac,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
415c95ea06e281228a6cb7a270843eeb9809eb974a4d618c59cd8e6c6553170e,AIM 512/Mathematics for Machine Learning,28.0,6.0,4.0,82.4,402,REGULAR,65d1a05c4bd894f26ccefe97f0657736da829201e25442950ec7344a5a1c44ac,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
415c95ea06e281228a6cb7a270843eeb9809eb974a4d618c59cd8e6c6553170e,CSE 511/Algorithms,0.0,3.0,4.0,0.0,1536,REGULAR,65d1a05c4bd894f26ccefe97f0657736da829201e25442950ec7344a5a1c44ac,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
415c95ea06e281228a6cb7a270843eeb9809eb974a4d618c59cd8e6c6553170e,CSE 513/Software Systems,42.0,6.0,4.0,92.3,1682,REGULAR,65d1a05c4bd894f26ccefe97f0657736da829201e25442950ec7344a5a1c44ac,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
42f65fac9566c44bd55169ffaa9052494f320e4d9260f71191f500b59c8028d5,AIM 511/Machine Learning,38.0,18.0,4.0,67.9,210,REGULAR,8070a31d2fa41218e26d1262d3dae589763c5e9411efb4b508cc750075728340,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
42f65fac9566c44bd55169ffaa9052494f320e4d9260f71191f500b59c8028d5,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,401,REGULAR,8070a31d2fa41218e26d1262d3dae589763c5e9411efb4b508cc750075728340,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
42f65fac9566c44bd55169ffaa9052494f320e4d9260f71191f500b59c8028d5,CSE 513/Software Systems,32.0,26.0,4.0,100.0,1681,REGULAR,8070a31d2fa41218e26d1262d3dae589763c5e9411efb4b508cc750075728340,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,26/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
42f65fac9566c44bd55169ffaa9052494f320e4d9260f71191f500b59c8028d5,CSE 514/Concrete Mathematics,8.0,5.0,4.0,61.5,1911,REGULAR,8070a31d2fa41218e26d1262d3dae589763c5e9411efb4b508cc750075728340,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,26/07/24,Srinivas Vivek,T1-24-25-CSE 514
448041f19c0c9441125c8774dd72d5e065e0e6b9483e6a35f75c729239d81fea,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,257,REGULAR,6af2ff75366a0bd63b0682073646e1ad2dc86ace2504ec9e07a52c02951eb416,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
448041f19c0c9441125c8774dd72d5e065e0e6b9483e6a35f75c729239d81fea,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,449,REGULAR,6af2ff75366a0bd63b0682073646e1ad2dc86ace2504ec9e07a52c02951eb416,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
448041f19c0c9441125c8774dd72d5e065e0e6b9483e6a35f75c729239d81fea,CSE 511/Algorithms,75.0,6.0,4.0,92.6,1585,REGULAR,6af2ff75366a0bd63b0682073646e1ad2dc86ace2504ec9e07a52c02951eb416,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,Muralidhara V N,T1-24-25-CSE 511
448041f19c0c9441125c8774dd72d5e065e0e6b9483e6a35f75c729239d81fea,CSE 513/Software Systems,54.0,4.0,4.0,100.0,1736,REGULAR,6af2ff75366a0bd63b0682073646e1ad2dc86ace2504ec9e07a52c02951eb416,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,28/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
46afcb932a74d834d21d0547dee5b8bfefa616f4049b3b77dd47c045c2101cc9,AIM 511/Machine Learning,44.0,12.0,4.0,78.6,206,REGULAR,a9a9db49f7ae07c99a2d593bfa36ea5a8719f201cef12719de36915e9e371e25,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
46afcb932a74d834d21d0547dee5b8bfefa616f4049b3b77dd47c045c2101cc9,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,397,REGULAR,a9a9db49f7ae07c99a2d593bfa36ea5a8719f201cef12719de36915e9e371e25,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
46afcb932a74d834d21d0547dee5b8bfefa616f4049b3b77dd47c045c2101cc9,CSE 511/Algorithms,57.0,24.0,4.0,70.4,1531,REGULAR,a9a9db49f7ae07c99a2d593bfa36ea5a8719f201cef12719de36915e9e371e25,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
46afcb932a74d834d21d0547dee5b8bfefa616f4049b3b77dd47c045c2101cc9,CSE 513/Software Systems,36.0,22.0,4.0,100.0,1677,REGULAR,a9a9db49f7ae07c99a2d593bfa36ea5a8719f201cef12719de36915e9e371e25,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
4701311540742dda5024bff709d882fde66a2f28e4aad127b546a7a6a82498e9,CSE 511/Algorithms,78.0,3.0,4.0,96.3,1497,REGULAR,f0a6961933c5c80a554f6f46ee788c5d0c9f1cc5f14faea60714282da4602bec,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Muralidhara V N,T1-24-25-CSE 511
4701311540742dda5024bff709d882fde66a2f28e4aad127b546a7a6a82498e9,CSE 514/Concrete Mathematics,13.0,0.0,4.0,100.0,1866,REGULAR,f0a6961933c5c80a554f6f46ee788c5d0c9f1cc5f14faea60714282da4602bec,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Srinivas Vivek,T1-24-25-CSE 514
4701311540742dda5024bff709d882fde66a2f28e4aad127b546a7a6a82498e9,CSE 857/Secure Computation,8.0,4.0,4.0,66.7,2415,REGULAR,f0a6961933c5c80a554f6f46ee788c5d0c9f1cc5f14faea60714282da4602bec,Master of Science By Research,MS Batch of 2024,Term I 2024-25,06/08/24,Ashish Choudhury,T1-24-25-CSE 857
47b19531cb9dd0dfedac68573bffd86a8b1964cc688812d67e464c7c95dc97f5,DHS 301/Data Analysis and Visualization,30.0,6.0,4.0,83.3,2707,REGULAR,53c384c4661ef0650877873790d02323c718cc763f4e7c6bb1db30c17732bbc4,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,"Jaya Sreevalsan Nair,V Sridhar",T1-24-DHS301
47b19531cb9dd0dfedac68573bffd86a8b1964cc688812d67e464c7c95dc97f5,DHS 304/User Research,21.0,1.0,4.0,95.5,2725,REGULAR,53c384c4661ef0650877873790d02323c718cc763f4e7c6bb1db30c17732bbc4,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Preeti Mudliar,T1-24-DHS304
4896299d57a4c8a31c3c054c88fd7fb75261bae822c58ef8d2d7a52cb4f98de6,AIM 511/Machine Learning,44.0,12.0,4.0,78.6,221,REGULAR,0d094ce9e94c1c0fef1867c961ce632e11aea1ae2762295f98853a55627de145,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
4896299d57a4c8a31c3c054c88fd7fb75261bae822c58ef8d2d7a52cb4f98de6,AIM 512/Mathematics for Machine Learning,0.0,2.0,4.0,0.0,412,REGULAR,0d094ce9e94c1c0fef1867c961ce632e11aea1ae2762295f98853a55627de145,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
4896299d57a4c8a31c3c054c88fd7fb75261bae822c58ef8d2d7a52cb4f98de6,CSE 511/Algorithms,63.0,18.0,4.0,77.8,1545,REGULAR,0d094ce9e94c1c0fef1867c961ce632e11aea1ae2762295f98853a55627de145,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,Muralidhara V N,T1-24-25-CSE 511
4896299d57a4c8a31c3c054c88fd7fb75261bae822c58ef8d2d7a52cb4f98de6,CSE 513/Software Systems,34.0,24.0,4.0,100.0,1692,REGULAR,0d094ce9e94c1c0fef1867c961ce632e11aea1ae2762295f98853a55627de145,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,30/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
4933552e7ea6ccd6d3ed27a840f3b3089385b11b0f1343945166e91f720e9541,AIM 511/Machine Learning,50.0,6.0,4.0,89.3,279,REGULAR,8a7e8df9a00fc90f2cee0437bed8729598c17eaaee00d87455f463857cc0659c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
4933552e7ea6ccd6d3ed27a840f3b3089385b11b0f1343945166e91f720e9541,AIM 512/Mathematics for Machine Learning,0.0,2.0,4.0,0.0,472,REGULAR,8a7e8df9a00fc90f2cee0437bed8729598c17eaaee00d87455f463857cc0659c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
4933552e7ea6ccd6d3ed27a840f3b3089385b11b0f1343945166e91f720e9541,CSE 511/Algorithms,72.0,9.0,4.0,88.9,1607,REGULAR,8a7e8df9a00fc90f2cee0437bed8729598c17eaaee00d87455f463857cc0659c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,Muralidhara V N,T1-24-25-CSE 511
4933552e7ea6ccd6d3ed27a840f3b3089385b11b0f1343945166e91f720e9541,CSE 513/Software Systems,48.0,10.0,4.0,100.0,1759,REGULAR,8a7e8df9a00fc90f2cee0437bed8729598c17eaaee00d87455f463857cc0659c,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,23/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
49bf3905fb2c17afc4859ad844e7c401ca97f137e4782d0f8dfb6459db69cc35,AIM 511/Machine Learning,36.0,20.0,4.0,64.3,195,REGULAR,859a51ba5ff42ea319daba67965c03c3f59c7f4fd5b8cf6fcb9006dcc24fbe64,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
49bf3905fb2c17afc4859ad844e7c401ca97f137e4782d0f8dfb6459db69cc35,AIM 512/Mathematics for Machine Learning,0.0,2.0,4.0,0.0,386,REGULAR,859a51ba5ff42ea319daba67965c03c3f59c7f4fd5b8cf6fcb9006dcc24fbe64,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
49bf3905fb2c17afc4859ad844e7c401ca97f137e4782d0f8dfb6459db69cc35,CSE 511/Algorithms,60.0,21.0,4.0,74.1,1520,REGULAR,859a51ba5ff42ea319daba67965c03c3f59c7f4fd5b8cf6fcb9006dcc24fbe64,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
49bf3905fb2c17afc4859ad844e7c401ca97f137e4782d0f8dfb6459db69cc35,CSE 513/Software Systems,28.0,30.0,4.0,100.0,1666,REGULAR,859a51ba5ff42ea319daba67965c03c3f59c7f4fd5b8cf6fcb9006dcc24fbe64,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
4ab6c6451de6f8e0e2297265ad2377567d2ee0305989ab1cb77fe83737fd74da,CSE 511/Algorithms,78.0,3.0,4.0,96.3,1503,REGULAR,0ad73f465265e017f4326f9472d4b5aadefc36db5cb1e2824947aac164f688cd,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,27/07/24,Muralidhara V N,T1-24-25-CSE 511
4ab6c6451de6f8e0e2297265ad2377567d2ee0305989ab1cb77fe83737fd74da,CSE 513/Software Systems,44.0,14.0,4.0,100.0,1648,REGULAR,0ad73f465265e017f4326f9472d4b5aadefc36db5cb1e2824947aac164f688cd,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,27/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
4ab6c6451de6f8e0e2297265ad2377567d2ee0305989ab1cb77fe83737fd74da,CSE 514/Concrete Mathematics,10.0,3.0,4.0,76.9,1906,REGULAR,0ad73f465265e017f4326f9472d4b5aadefc36db5cb1e2824947aac164f688cd,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,27/07/24,Srinivas Vivek,T1-24-25-CSE 514
4c398e0d93f7fd78135b6e0a3ad323ef4ffecce1a6a36193833416e9094ec1cc,AIM 841/Medical Image Analysis with AI,11.0,11.0,4.0,50.0,795,REGULAR,bf97c67a7c4cfaab0738954404e1fd9a0c72f66824b5829d7b166ea3500d4868,Doctor of Philosophy,PhD Batch of 2024,Term I 2024-25,07/08/24,Sushree Behera,T1-24-25-AIM 841
510fc55737de93b65f35f43e86a4b0506e363446311bf8babeae25f8254beed6,AIM 511/Machine Learning,50.0,6.0,4.0,89.3,277,REGULAR,e783ffc1b992785e77cfd4572bde1492276b5cd3300cccece01a4e30697538aa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
510fc55737de93b65f35f43e86a4b0506e363446311bf8babeae25f8254beed6,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,470,REGULAR,e783ffc1b992785e77cfd4572bde1492276b5cd3300cccece01a4e30697538aa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
510fc55737de93b65f35f43e86a4b0506e363446311bf8babeae25f8254beed6,CSE 511/Algorithms,78.0,3.0,4.0,96.3,1605,REGULAR,e783ffc1b992785e77cfd4572bde1492276b5cd3300cccece01a4e30697538aa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
510fc55737de93b65f35f43e86a4b0506e363446311bf8babeae25f8254beed6,CSE 513/Software Systems,48.0,10.0,4.0,85.7,1757,REGULAR,e783ffc1b992785e77cfd4572bde1492276b5cd3300cccece01a4e30697538aa,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
52a47cfae0e72eab2f891c44cbf100150fd6f4c4392a4bfdf336064b87e9058e,VLS 502/Analog CMOS VLSI Design,19.0,3.0,4.0,86.4,4607,REGULAR,c672a525d343684941a9fab51c281504b94e991a0f5925b85698928551dbfe01,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Sakshi Arora,T1-24-25-VLS 502
52a47cfae0e72eab2f891c44cbf100150fd6f4c4392a4bfdf336064b87e9058e,VLS 505/System design with FPGA,7.0,2.0,4.0,77.8,4816,REGULAR,c672a525d343684941a9fab51c281504b94e991a0f5925b85698928551dbfe01,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Nanditha Rao,T1-24-25-VLS 505
52a47cfae0e72eab2f891c44cbf100150fd6f4c4392a4bfdf336064b87e9058e,VLS 864/Embedded Systems Design,23.0,1.0,4.0,95.8,4949,REGULAR,c672a525d343684941a9fab51c281504b94e991a0f5925b85698928551dbfe01,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Kurian Polachan,T1-24-25-VLS 864
5301bd34c57660cd6d473c4927cfb86ddacd0e91027218b0a7a27dc388904657,AIM 841/Medical Image Analysis with AI,18.0,4.0,4.0,81.8,788,REGULAR,0dfe8f1929b054d6f3fe74b5bc63e439ef93d1bd40f357193033994468cf841d,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Sushree Behera,T1-24-25-AIM 841
5301bd34c57660cd6d473c4927cfb86ddacd0e91027218b0a7a27dc388904657,DAS 703/Geographic Information Systems,13.0,12.0,4.0,52.0,2610,REGULAR,0dfe8f1929b054d6f3fe74b5bc63e439ef93d1bd40f357193033994468cf841d,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,Uttam Kumar,T1-24-25-DAS 703
55126377ccc4ea1a080b642a202dadc0211210b3acc275596058b9bad9a00987,VLS 502/Analog CMOS VLSI Design,16.0,6.0,4.0,72.7,4611,REGULAR,ee55c8f8393d61e319035ac89b88b843adcd68142f772fb6c5e613b99b7f268f,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Sakshi Arora,T1-24-25-VLS 502
55126377ccc4ea1a080b642a202dadc0211210b3acc275596058b9bad9a00987,VLS 505/System design with FPGA,7.0,2.0,4.0,77.8,4820,REGULAR,ee55c8f8393d61e319035ac89b88b843adcd68142f772fb6c5e613b99b7f268f,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Nanditha Rao,T1-24-25-VLS 505
55126377ccc4ea1a080b642a202dadc0211210b3acc275596058b9bad9a00987,VLS 864/Embedded Systems Design,23.0,1.0,4.0,95.8,4953,REGULAR,ee55c8f8393d61e319035ac89b88b843adcd68142f772fb6c5e613b99b7f268f,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,31/07/24,Kurian Polachan,T1-24-25-VLS 864
5533f6db0963141b323b99f14e4f80e1a5a02d402dec8d552b42fe59a8b0231d,VLS 502/Analog CMOS VLSI Design,12.0,10.0,4.0,54.5,4605,REGULAR,658371ed49b331441f28d81a8f2ebfa24184f43770481bb9ae7130f4b005a6fa,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Sakshi Arora,T1-24-25-VLS 502
5533f6db0963141b323b99f14e4f80e1a5a02d402dec8d552b42fe59a8b0231d,VLS 505/System design with FPGA,6.0,3.0,4.0,66.7,4814,REGULAR,658371ed49b331441f28d81a8f2ebfa24184f43770481bb9ae7130f4b005a6fa,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Nanditha Rao,T1-24-25-VLS 505
5533f6db0963141b323b99f14e4f80e1a5a02d402dec8d552b42fe59a8b0231d,VLS 864/Embedded Systems Design,21.0,3.0,4.0,87.5,4947,REGULAR,658371ed49b331441f28d81a8f2ebfa24184f43770481bb9ae7130f4b005a6fa,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Kurian Polachan,T1-24-25-VLS 864
55693c85ae1d4412500c6313987c2478fdbb558330e407c354abf8bdbd64ef9f,VLS 502/Analog CMOS VLSI Design,17.0,5.0,4.0,77.3,4598,REGULAR,5abc9a60ffebd29722d85ecdce6ef15a6bcfbbf9fb79dadf85ea41f2f3f05d3b,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Sakshi Arora,T1-24-25-VLS 502
55693c85ae1d4412500c6313987c2478fdbb558330e407c354abf8bdbd64ef9f,VLS 505/System design with FPGA,7.0,2.0,4.0,77.8,4807,REGULAR,5abc9a60ffebd29722d85ecdce6ef15a6bcfbbf9fb79dadf85ea41f2f3f05d3b,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Nanditha Rao,T1-24-25-VLS 505
55693c85ae1d4412500c6313987c2478fdbb558330e407c354abf8bdbd64ef9f,VLS 864/Embedded Systems Design,23.0,1.0,4.0,95.8,4940,REGULAR,5abc9a60ffebd29722d85ecdce6ef15a6bcfbbf9fb79dadf85ea41f2f3f05d3b,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,30/07/24,Kurian Polachan,T1-24-25-VLS 864
56a2e07bec0c4250925b2bb8579ac06a309404e9d03d911627b986a2f8ad57a7,VLS 505/System design with FPGA,17.0,0.0,4.0,100.0,4810,REGULAR,228865ac67d934df4ee5c956822c0d8907c7307af153d1d179684caa3085f758,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,29/07/24,Nanditha Rao,T1-24-25-VLS 505
56a2e07bec0c4250925b2bb8579ac06a309404e9d03d911627b986a2f8ad57a7,VLS 864/Embedded Systems Design,23.0,1.0,4.0,95.8,4943,REGULAR,228865ac67d934df4ee5c956822c0d8907c7307af153d1d179684caa3085f758,Master of Technology ECE,2024-2026 ECE,Term I 2024-25,29/07/24,Kurian Polachan,T1-24-25-VLS 864
5739e6f7b75eb2b1772941f88a401ea2993cd5ba386360c45470d969ac5cbef7,AIM 511/Machine Learning,48.0,8.0,4.0,85.7,181,REGULAR,308462236a25a32e090e3746b97b17a490336ec7065f3fbac9e2e2677209e6c8,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
5739e6f7b75eb2b1772941f88a401ea2993cd5ba386360c45470d969ac5cbef7,AIM 512/Mathematics for Machine Learning,1.0,1.0,4.0,50.0,374,REGULAR,308462236a25a32e090e3746b97b17a490336ec7065f3fbac9e2e2677209e6c8,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
5739e6f7b75eb2b1772941f88a401ea2993cd5ba386360c45470d969ac5cbef7,CSE 511/Algorithms,69.0,12.0,4.0,85.2,1507,REGULAR,308462236a25a32e090e3746b97b17a490336ec7065f3fbac9e2e2677209e6c8,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,Muralidhara V N,T1-24-25-CSE 511
5739e6f7b75eb2b1772941f88a401ea2993cd5ba386360c45470d969ac5cbef7,CSE 513/Software Systems,42.0,16.0,4.0,75.0,1652,REGULAR,308462236a25a32e090e3746b97b17a490336ec7065f3fbac9e2e2677209e6c8,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,29/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
57db16e799df05c5d2c9e4aad605e695b58af9c26e43c1ac80e2b7c8193acf51,AIM 511/Machine Learning,54.0,2.0,4.0,96.4,213,REGULAR,89634ee9f03d31e27fd00a42200a38f761d1fb40886d0d85ee912ef82b6c17ca,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Raghuram Bharadwaj,T1-24-25-AIM 511-MT
57db16e799df05c5d2c9e4aad605e695b58af9c26e43c1ac80e2b7c8193acf51,AIM 512/Mathematics for Machine Learning,2.0,0.0,4.0,100.0,404,REGULAR,89634ee9f03d31e27fd00a42200a38f761d1fb40886d0d85ee912ef82b6c17ca,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,07/08/24,Sachit Rao,T1-24-25-AIM 512-MT
57db16e799df05c5d2c9e4aad605e695b58af9c26e43c1ac80e2b7c8193acf51,CSE 511/Algorithms,75.0,6.0,4.0,92.6,1538,REGULAR,89634ee9f03d31e27fd00a42200a38f761d1fb40886d0d85ee912ef82b6c17ca,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,24/07/24,Muralidhara V N,T1-24-25-CSE 511
57db16e799df05c5d2c9e4aad605e695b58af9c26e43c1ac80e2b7c8193acf51,CSE 513/Software Systems,42.0,16.0,4.0,100.0,1684,REGULAR,89634ee9f03d31e27fd00a42200a38f761d1fb40886d0d85ee912ef82b6c17ca,Master of Technology CSE,2024-2026 CSE,Term I 2024-25,24/07/24,"Chandrashekar Ramanathan,Thangaraju B",T1-24-25-CSE 513
