Serial No.,Course Type,Student ID,Student Name,Program,Batch,Period,Enrollment Date,Primary Faculty,Subject Code / Name,Section
637,REGULAR,7d82f2db3913b1ae666ec7469ddf80e41cef84c538d83a1fc79d6859e746a5b6,98fa6cf545c78f7349ef0e8457c01d0bd106302c91053ce4fd2703f6d75875bf,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],06/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
638,REGULAR,27ebc1d7be6b5afcea07a44fa3fd10c6d910aa4d346e68f72f4658dbb92f7b2b,73c7d181e62996d7d974a21a6ffbf1c945c8e5268b420c47663611cad433c6dc,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],07/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
639,REGULAR,ec355d56e7232b66b63236e777c521e5a7432ed5f5411d6bb3edfffeaa672605,f8a2d2a2aba925a51541565ea76c048b0a097e224571e33062a0bb7636284348,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],06/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
640,REGULAR,fbcabc979c2a0425415916825de46ee88bf6764885a26f1b96c141c7521e516d,654e39ac3a10c9cdfd7bdc958cacbc5d1b36d5856c743ca9720760ccc21e7df2,Integrated Master of Technology ECE,2021-26 iMtech ECE,Term I [2024-25],07/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
641,REGULAR,76051e8a3ad30f919eaa4f3bdb03c4d1582b21e58724b95a5695372f75a693c6,e5b3c4b6b11fe157c0de1c8021d833ae09c9236b8a3ca0798a1a0bb95bf10765,Master of Science By Research,MS Batch of 2022,Term I [2024-25],07/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
642,REGULAR,fb81ea55c2f8915c7549b009012ae5b57e221256ec250a9a5dfa99ca9a690b18,4888a894950c6b78741aedd7b6aaf87a60ecfc2ce177c8760fa3c32a4dc25be4,Master of Science By Research,MS Batch of 2022,Term I [2024-25],06/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
643,REGULAR,d011632046a3b0c5017aa6e459a6fc53c25402e6dbb13ed762669add1b105710,7a3cdb22a8cbbfd1a9860f823b0acf1389b1a5ee939101b69e0a68c5493431e1,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,06/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
644,REGULAR,43176ef803dda97ea1f569014a2fb60101b6d7f3e309c79d0c385f16e201ba54,c84d44dc24898f8304fd7fe5cff0174a4fc221ba46ee785709d58e0d92ac3977,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,07/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
645,REGULAR,758b25915c275afc1e500ebaad9fbecf9f246041cdb09593939fe7e22af6602a,a69b041e6f54a3e5fb3a74903fa181263fc12f7182534e3385611744d7243115,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,07/08/24,Soma Dhavala,AIM 839/ML Production Engineering,T1-24-AIM839
646,REGULAR,a5cefb0db95f5e1ba651cd77df44dca4a73d98da7aac3ff64c1b76ac6f43b63b,bf0e562f702a341f8cf5e15e7e71df2a680fd36ad01bca24bc110fe03a14ad5c,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],25/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
647,REGULAR,5a6b89d5721c6bd3e9e36e5d1a222598e3c10e76e12b4114a77a6dd387ac49c4,e73f727c4e25c070bbbf9f2669760c390c98412421560b61d83be4b7642d2c81,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],30/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
648,REGULAR,1b3798c2aae81fb70a75928788648c46b4835c95319373a3a531885fa94b50dd,1af305d08982637180ed7d93b97f56865225134e5f704933f5e3cd30ecd7fa0d,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
649,REGULAR,59aa1d265105a43d6a3549928650b49ad2e1b58c1adb730a3fe012396dc8393e,510ac127cb408e1a2a1f73ae1dbf807bcff95f4bc5f4803615053b93776d9848,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],29/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
650,REGULAR,4555229f006970405c8ee511a082f25ea73387d0a0689d1f7751b4846ad75f54,9d1598c95fa8e357a346f8ce2509221c112488f48e47e110ce11e3778fd36545,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
651,REGULAR,12a5257534033eb28296f2ea22d640baa03ec885dac4f616645447ac673c226e,7c9c5a157176ae3a6fe7acec9367e3fe187c7dd7228077b396063fb3735e659c,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],07/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
652,REGULAR,97c44e69c3e30f71c912f34c5c01799dcb5b78f5aba4ba3d480afa9a9a85c5e0,6c8dbae9864874f0845f1411d2ca03090c27617c08678488dae75b09ef70732c,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],04/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
653,REGULAR,ee984871e7a6e5f5efb5213d689170a09e39c48f9d4e9245b5706efcb0f0297a,1369f9348661ca452fc550df69fdf1150b700655a27448a5c1409453d32e487e,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],28/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
654,REGULAR,232e2b5bdbbb238eff8737d59222ffa1c0d3b70bce3d55e6cbb6a0b83febf21e,5861d7e570d951fd5ee2725bafc7567fc1b29b4998ad1b33397090e71b0afb15,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],29/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
655,REGULAR,b3921482bb7ccf1e392fe07f92b2128ad2235086e62eff9159f5485bda8fc6d5,e6c6af1d2144d69902102a27da6f684e4dbc9851296717d5574919a3cd723bff,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
656,REGULAR,ec355d56e7232b66b63236e777c521e5a7432ed5f5411d6bb3edfffeaa672605,f8a2d2a2aba925a51541565ea76c048b0a097e224571e33062a0bb7636284348,Integrated Master of Technology CSE,2021-26 iMtech,Term I [2024-25],02/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
657,REGULAR,8bc6bb96e00acb88ee954fc1702afb48a2d1ea05309d90f3dfedb3a155a6d06e,4850407845c94b6a035e259ba278d221bad9542c8d44e68502840b6490d1573a,Master of Science by Research-Part time,2021,Term I [2024-25],07/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
658,REGULAR,f6b425482bb80f3beca952242672e6e563cd4a278cceab4ca56653f25e8150d5,f5cdc2e8373c79a2f12bbb8f202e7865445a15674ac0b33f1968d985974aceb1,Master of Science By Research,MS Batch of 2023,Term I [2024-25],31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
659,REGULAR,6c539db8e2b75a31f0c6e05838cda44bb7c7e4c9b14349615442e5ead3ee7fe3,cadd19f32b7adf28605e0d68368bc4566bcac90f155412e381d45333d2db3074,Master of Science By Research,MS Batch of 2024,Term I 2024-25,07/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
660,REGULAR,088e98f2fabb6d9637653e44c033c9b5cede3e33bc1b0b5507d1978b2d576903,31bae2dfe8c9183873649a431a576b41965541fd874fdf676a41c8d1ddf0d62b,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
661,REGULAR,959d3d7c96e926dbeb2dccf5d871684a80614e94baf05b004fbe6d211ea4ea87,72f420038c9519c2376983ba682ef571f9e4faa7c6a9858ccfada961b14cb0f7,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
662,REGULAR,5d4c4b17627e4e27c8833a6b89d467b53026b8e0d6fad5489dea5fbe315bf53c,d36bb8e5c6054da40373051e727bca165cd51894e25b007c9e34ea2af43a5773,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,25/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
663,REGULAR,207f89dc24badc5dd13ab2df384a7727a11e191b5fb19f1cb099e06b2f609bc3,ba4510a6ce6739dc703532c3688ad8d3de993acb4400af84bf1ba15b7081e6de,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
664,REGULAR,5ca57be16a0a8f35cf6d40c9273eb60de2618dd758b84858fd45e0e5bc8ef63d,a12abe39750118b22dca4fe008558e283a9f15a17ea48d749e848f410f53b343,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
665,REGULAR,a03e734a4940104d458e7728613369b5567b392c18699bce47a347c2d3711988,2c415c0c5052f33af82150dd2c4fd569a502f4d639beebc8a33ce3a8a4195204,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
666,REGULAR,090b08d5435792ee126d0f07e88359036880812e5d9df5c175addd97ebc3668f,6421359010ee4d9127cf9227ea1a3962902494c82be15cb6a3ba58c0411c3e17,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
667,REGULAR,9ffb5eab206de410c5a0eaaf066e206a5f77d094cebb7b3f569f24c81fca4b82,2181bf5e2e266c4e32b333d6a2e39d62a79f95a247c34da56fc1c6d517953b78,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
668,REGULAR,193123c9cb480b4c6bfe4c499807fadde13fda37cce09ccb1c6755b6449fec78,81a309eec8662028697732dd2bcd5c903f7c5820329a66f6b12117d374aecbf4,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,06/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
669,REGULAR,d5c41f56ebceb01d168ebe89c397b106f917d3aabc9b79c21f329c0a157e0c74,4f21e1273834fe048e7979f3be4bce104c9c6251684c64bae3487005dca005ce,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
670,REGULAR,bc2d622d85f4fe00f5049730882d15b977e55b1663b861ad9d870e91bc575eeb,dbefaa4617504c2aed1b27cfb1f47d1169ce4956ed80325d13b3b172f9022a28,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
671,REGULAR,955def0988b6bd21937994250a393ac3a60958241a3beeefcfbd812f48e030a7,d5aac4f0a723e6eab0ef0852e0b4eba4bf58b06a343e66f6b4bee4743df006e1,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,30/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
672,REGULAR,f495b14ea4134f852eb1f0490137b78414cd1229c4035cd972d0a96d3bafe029,220dc3c798128422846e523195e714a020a2b53e4bc6ffd11cba80b0e4e7f9af,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
673,REGULAR,fb3cdbc74edef94fc7e79b737ab55ee47a58e8e3262ca1e0d60eb77907dcf905,3efd27807be500c2222ef926b85ccc315b9b7b06e2c78fd85a732170340eded0,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,30/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
674,REGULAR,b8738af49324b6ae248d6bffc588c2a50d7e05a86655509248aded3519ecfbbb,a58df0e50b0cd29d1bd00a840244d6b98840b219eb988dbad299c7c22b0937d9,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
675,REGULAR,992183d855d392aec0c2c7cbb16379b736b7d07dfd413d0effa999fd60b0a4cb,495b8133172b9157c3366565c3f53b6d50feecfe9a6ce07bbffe349c2c2ee824,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
676,REGULAR,c5d5a8b2aaa8c65c371aeda564f00c44e926f5136b71fdbfb261ba88c8bbe42f,d7225f0b4fa235b5cb98516f2fe2a53ba5579a2f88d8d1ff99bbbfe2b916f305,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
677,REGULAR,72cfa5161fc23682807d1822edd70507c4b216a7990882e16193419e2b6b83c6,46a0c3cd6ba461299acf153830dc3f4883bf13f2dd65869dbbecab5fb1b2faf4,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
678,REGULAR,d24cc427daa713946b7186bd721e6c2a33db780dc2b6eca491909b350227ac7a,f6b24c7f44430d1bb368e69cce0b0bda755001228916064827d7e65742e6d67a,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,07/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
679,REGULAR,1210267dde25256fbe61c201b519d0fba8ff17ba8433ac98cfaebaf5706c7c5d,167ef23a641763a7c75222fbde6d3979412189c83326151fee7a3cf7de0adadf,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
680,REGULAR,99a4379b3c9730969f222fdb848df28dc720ddd07f5a1e3bbf5a16fcc679cb06,543eccbde18fbae3c1e3fc68b25af46766eed413caef6c8b81c01756cb630418,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
681,REGULAR,d7e16540edbd2a129894ac407bdfdf1dc039d90aba023c0acb4649244cb32e4e,96c2ee5fece51bf612ca96ff1eabb53ff248ae263fb1f3be83c560f9e61036c1,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
682,REGULAR,60811babd8d88c0992b74dd53dcce804b977790ba16799876ff28a30e87adaa2,5ade82533e510335aa4431d139ccbaf47e6d3aa8bfceb2f525b29c25f87c58ec,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
683,REGULAR,068b3949303317cf230f7d66cb7158a093b3add302122f12fe2e42490465d8a2,e4fbc2c46bf00390d3f9a71b5924593c74a1befed2a634972557caf0d7fb5491,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
684,REGULAR,f79c718d286c60bbd38044197a0ea3aba05ae78f41f95a3bd061e572120cfd15,793bc637cdc49649e7f5ac1c2f014fba356cf994166c4ecc50dc5807502c0003,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
685,REGULAR,79180b62c431514bb36af148eb911d5dbb2a8d432cd7b381f3902b0e217a9c3f,c227db195eb8aefe6169a0cc2b41b7a0d7cd3dd0e8ac66a762a3e97a32af22ac,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
686,REGULAR,b56a9df86a0dc7550831ac62f96310496b1eb37152ce5d66d17a4559c722ba81,51dfb9d716e043e5e1e824656240d63367bf091d5768e019a8dec3372794820a,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
687,REGULAR,7bb4e86a8ce93c733152608f86884151b4fecaa8038adc9e04e8078af3019982,e8efc755291bcf509e9039d98b0045a95369b69df982a272a20dde439cbf97a5,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
688,REGULAR,430d841074dff81e986ef52feb2540caf94ec8318cc3b15da27493d9cdc0d14f,8b2c79da33eb2cd6bac0ba98ae0f671c51bd76e316a36a9eb773a9cd620f56e3,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
689,REGULAR,086cffa060c438f9e589d71ae7fd4a22c38fe0da05d6bddbb3376f6a9d27a13f,d395c9a404664e84bf653dfe168b437b38b5705ec672ca8b74995c499029f422,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
690,REGULAR,be53884f13c898cf5e9c062ff67dd367a67b4fc9ab70d02665089bdd29c30544,72c905bfa80029fdb10d97958d8432207aaaaac3cc67c307a7ee489d5d7fd5e7,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,05/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
691,REGULAR,4775c1e898d3766a06e1c8c1fbd24b66c21fcf08bd57773c90118fb40eba7b21,e37f227f5bbc9e75391f3f91894a5779a8f3fb50d4a2dc60dc24cccd7d815cbc,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
692,REGULAR,20a4fd131db96d7f5ba0cb16c024ea144fd60db9f43039aa8063bc6ecd1873b1,2219defa2f9c22bb530aa3dfc2f1f1c8108b1a19a15f742023f81b9cb05c7490,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
693,REGULAR,dda2452faa29be34fa03587dc9c4c5c3c2d5b8a7b69d620e97f682c9f3ad5189,8131a670b884ddbfbcfac619dfdfe1e7113aca96222ec5d5fe49078ec80ec005,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
694,REGULAR,704780a1cf716412759c6d3cd6a7d5d9647a42cff76e0319b838d30cd01a775f,17e613f1e2316f646254bbd1445a4f599196cb3a79d0c571ec113e39fff45130,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
695,REGULAR,2cec9f7e3a4bfeaead296301912f7d98771c561b5ce29221ccf09b026cc9cf10,c401a589a0659fe078dcfc5142e5e530c199b86aaf73f3ea33ae9174d954da17,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
696,REGULAR,1c3ef92ef5e181fd211216e5177a35dbf476020faec91a159ebf673a7ddb3b85,f696f3b1bcf374101b24c27c9edc409e46ec9b47eed9ab0d5a954a627cb267e4,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
697,REGULAR,469f5beb803dfd995dbbaf89275161aedc28188ea3e7947ad901aefceb36cc4a,ef4c688caf50251e26dcc344172d2029e1de78ab83a80a03e9bbe9fd91174034,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
698,REGULAR,653d4d0a7e6b57c1311939db71bb9db9b1a0bfe67051deee71c72a068068765b,b3c8d4c3aedc364f667bff624b71fbcb7fcca72e5562d9091ce659a952dc6334,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
699,REGULAR,eb33989af9668a2d5c788428e70d083cfd28d7b7c2c373d080776cc1e0802c47,28affa11968d0b55308cea0c2836f154a1296208b430035a940b9e91ea01aa67,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
700,REGULAR,ab3ebb4d519e78f3e55fdd159eefbf5330ee97520a5cfe7422a7b08c9e2f0039,8c93067fd6849a2b595b7f86af5aa56e91006874674011cc85b6b79dbcc53a6e,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,30/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
701,REGULAR,5936d16e0a22a28604713b6bb280aa4f08e81f4c05bf58b761398ff4436534a7,61410969222330a3daeea517984a83f5c593018ab5fb5766ec0b803986a0a642,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
702,REGULAR,e963bfcfaf02ce3bdd2a07f4f6faa6bafac7ba546d978b1c176689acdf9d31bc,fa6c3a08d1af1e29d71c7ff4db06aa146157f00d063993877bf35d342adc649d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
703,REGULAR,2cc97f414d046be057ee5827a1c70cb3d6c08edda17d2ed30804ed110a16f31e,06757fd70a6f3464fc74d24e994794ffa70f571c2aaebec44268e73055322a34,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
704,REGULAR,9a53df0479987a367b281407175db45018f5fc8ae656661192fe577991376ac1,1df476fde9d95588b35b1aabc33993a09bf0e92efdb7e45bce0d1dc60192cb34,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,29/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
705,REGULAR,856e92c0506b7a4125daff6e48b7ef321dd465def743954f5c0e76efc295c3f4,3eb21b66446637e171fee6d8d21db0c8e689ea2ca2f5ec08b7c47a9ba954a522,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
706,REGULAR,b5894c90795c30b157cf62446f310d36eddf11e5e621bfd28349af09b594798f,c15b1d99e20d98c2e2575c0dfa0e3f4032a9ee0dbb21fd5d3f54e7864b4a3b15,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
707,REGULAR,ab59c4d4e732e0e063d7e795664fc2c996a3e64f1a19e2e9a5c860612f3a779c,e68a302c8efbfeba2d074326a57e84ffd8b852432daac3edbef0af952b094695,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
708,REGULAR,771d38d453ba7bc6310ad956ddf6247824cf122cb1c039813414b845ed9caa31,39e2c9f9e03fa431d1b99d99b3e1330a62d300e565b75996ed54736b2a1fa864,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
709,REGULAR,ce2b1e0340388365683440e0367f930f809dfcdbcfdfa04dd3a841b3fb657750,fdff49c0a3179db906939b942181e9154318b28355e9d3951e306825e292245b,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
710,REGULAR,70c956004d13925bb855eb6073be299cb53e04945d5963164704bbc372b3a715,6872148f32f3b5bec183d914f29fff6e806012b97eefecc1c21e9c0283954478,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
711,REGULAR,89ccff79db20d82a94677b59872137daa381b276deb289dbfc132114d32d8dc6,26caf350594f389ed9fa91d6bf763d6a10c8b27cf7e16a249273eef277f19c4c,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,31/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
712,REGULAR,beb4de31e553fdc7cf6b8cf89bb57379fb9017be71fb258856b97d2174912d76,c045b494249f1dc9771539802954c275f3aa686cf0b4b210a5d72805aaf34b9d,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
713,REGULAR,03bb38ce80a1c174d1269011950996b62eaf620d06be5fe20f9944efda4c4bf8,8430a9d971cd055b8eec704e202ae8d345e2d221a76baf8162742b11ad31a276,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,23/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
714,REGULAR,865bbb14aa23e27a27a9d81cfcfba9090af44422e6c9c5341154cf2b91df8dc7,00b609235dfa5c3feca2627a7e958de4723315dcbe000bebb6fac6db3e700dba,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,02/08/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
715,REGULAR,0b338c23332e95ce6df1c29b939c5929beb31d758c06a7c93087c2acedb96461,622b437df6cea640d743dd1979357aa74fcbc2949d51482b8dde879b5dd912bd,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,24/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
716,REGULAR,7d234213c46b05e039b72a4a2bd07753df13b0295c02086b0a569e3f92c5dfa0,9bf120edc0a1cabe33db96d93e9ef2f7dd1bfd27d50aac50fd3348762c2ff581,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,29/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
717,REGULAR,b1a55fadd569129cc5df62c49c89c0b2c881c670908bfb7ea784924855019b93,e1653b4aa7110db71c96d38154998edd35e20117c8390a8ba26afa9647614a39,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,26/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
718,REGULAR,824c07dfce718f5e1a6928d871c3bd15f4d2ea18cc8f7ef44e9e749e1cac9b93,649bfe8575bc9bfe501f418e72b9cce5f2926b8e5d7903abe019a285ab329c58,Master of Technology CSE,2023-2025 CSE,Term I 2024-25,28/07/24,V Ramasubramanian,AIM 840/Self-Supervised Learning,T1-24-25-AIM 840
